GJPW|11.9,8.2,13.6,10.6,6.9|0.6,0.5,0.4,0.3,0.2
GMDC|22.5,23.8,23.7,15.3,15.4|0,0,0,0,0
GNFC|6.0,11.7,11.3,10.1,9.9|0.1,0.2,0.3,0.7,0.6
GJNC|6.0,-5.6,6.3,-45.6,-44.1|1.1,1.4,1.5,1.7,2.4
GALK|7.7,9.6,13.0,9.4,10.7|0.1,0.1,0.1,0.1,0
GJFU|14.2,28.7,17.3,5.6,13.8|0.1,0.3,0.4,0.4,0.3
GFOI|3.2,7.7,13.3,8.8,-2.1|1.0,0.8,0.9,0.8,1.1
GGAS|22.8,30.5,34.7,29.7,33.5|0,0,0,0,0
GSFC|26.5,21.5,13.1,8.2,9.0|0,0,0.1,0.1,0
GFCL|-4.5,12.4,4.5,4.6,6.0|0.1,0.1,0,1.6,1.1
GVKP|1.8,-10.7,-13.3,-43.1,-68.9|3.2,4.8,7.0,9.9,16.0
HTTL|23.4,17.6,6.3,-234.4,-589.0|0.9,1.0,0.7,6.9,8.1
HCDL|-6.1,1.9,-11.6,-14.9,-15.6|0.3,0.8,1.1,0.7,1.2
HAVL|38.7,40.3,26.8,21.2,47.3|0.5,0.5,0.4,0.1,0
HAWK|58.3,62.3,68.5,54.5,66.1|0.2,0.2,0,0.2,0.3
HCLI|8.8,3.8,-4.4,-14.9,-14.7|0.1,0.1,0.3,0.3,0.2
HTECH|21.5,24.6,30.7,33.3,30.2|0.2,0.1,0.1,0,0
HDFC|22.6,20.8,21.2,19.4,20.0|0,0,0,0,0
HDBK|17.4,18.7,19.8,16.9,17.2|0,0,0,0,0
HEGL|13.3,6.7,10.6,8.1,3.6|0.2,0.4,0.4,0.2,0.2
MYCM|8.1,3.6,3.6,-4.9,6.8|0,1.0,1.2,1.6,1.1
HEMAT|13.1,8.2,7.6,9.8,14.8|0.8,0.9,0.8,0.6,0.5
HERH|22.4,17.8,11.4,7.0,7.1|0,0,0,0,0
HRFO|9.9,35.3,25.3,14.7,23.1|0.8,0.3,0.2,0.3,0.3
HROH|55.4,42.3,37.4,36.2,38.9|0,0,0,0,0
APTE|26.3,27.2,31.6,24.8,27.4|0,0,0,0,0
HYDI|17.0,17.7,15.7,1.8,15.3|0.1,0.1,0.1,0.1,0.1
HFCM|-7.8,-157.6,57.1,74.9,33.8|-1.7,5.1,2.1,0.3,0.2
HMTS|2.2,-3.2,5.8,9.0,8.5|1.5,0.8,0.7,0.7,0.5
HNGL|14.6,5.1,4.0,-20.4,-26.9|0.4,0.3,1.7,2.2,2.8
HCNS|-69.7,-93.6,-49.9,-30.4,-45.3|6.8,15.3,14.8,15.7,10.2
HLL|75.8,133.7,111.5,108.5,102.8|0,0,0,0,0
HOEX|4.0,6.9,2.8,-83.4,-23.1|0.5,0.4,0.4,1.2,1.3
HALC|10.6,8.6,5.4,2.2,0.1|1.2,1.4,1.3,1.4,1.5
HDFN|12.9,13.7,9.8,0,2.4|0.1,0.1,0.8,0.8,1.0
HNCP|23.1,21.5,15.7,3.6,2.3|0,0,0,0,0.1
HMVL|14.1,15.1,16.6,18.3,19.1|0,0,0,0,0
HNMT|-74.3,-105.6,223.2,5.8,68.2|0.9,1.0,0,0,-0.2
HZNC|20.6,21.4,18.5,18.9,21.8|0,0,0,0,0
AMHC|17.1,1.9,6.5,3.4,24.9|0.1,0,0.2,0.1,0.1
HMT|19.0,22.1,15.4,15.4,7.8|-0.6,-0.4,-0.5,-0.5,-0.3
SHHO|13.3,19.6,7.4,6.4,11.9|0,0,0,0,0
TTHW|19.7,17.0,12.1,11.0,12.9|0,0,0,0,0
LEELA|1.8,1.2,-35.5,-50.8,-99.5|1.7,2.2,2.2,3.0,11.9
HDIL|8.7,7.9,0.7,1.7,2.0|0.2,0.1,0.1,0.1,0.1
HOVS|-20.5,13.5,-4.4,2.3,-29.0|0,0,0,0,0
HPCL|1.3,3.7,7.7,10.8,28.4|1.0,1.3,1.9,2.0,1.3
HSAN|11.6,9.7,8.0,3.3,6.5|0.4,0.6,0.6,0.5,0.3
